Name
No. 0177 네이티
No. 0178 네이티오
No. 0179 메리프
No. 0180 보송송
No. 0181 전룡
No. 0181 메가전룡
No. 0182 아르코
No. 0183 마릴
No. 0184 마릴리
No. 0185 꼬지모
No. 0186 왕구리
No. 0187 통통코
No. 0188 두코
No. 0189 솜솜코
No. 0190 에이팜
No. 0191 해너츠
No. 0192 해루미
No. 0193 왕자리
No. 0194 우파
No. 0195 누오
No. 0196 에브이
No. 0197 블래키
No. 0198 니로우
No. 0199 야도킹
No. 0200 무우마
No. 0201 안농
No. 0202 마자용
No. 0203 키링키
No. 0204 피콘
No. 0205 쏘콘
No. 0206 노고치
No. 0207 글라이거
No. 0208 강철톤
No. 0208 메가강철톤
No. 0209 블루
No. 0210 그랑블루
No. 0211 침바루
No. 0211 침바루히스이의 모습
No. 0212 핫삼
No. 0212 메가핫삼
No. 0213 단단지
No. 0214 헤라크로스
No. 0214 메가헤라크로스
No. 0215 포푸니
No. 0215 포푸니히스이의 모습
No. 0216 깜지곰
No. 0222 코산호가라르의 모습
No. 0223 총어
No. 0224 대포무노
No. 0225 딜리버드
No. 0226 만타인
No. 0227 무장조
No. 0228 델빌
No. 0229 헬가
No. 0229 메가헬가
No. 0230 킹드라
No. 0231 코코리
No. 0232 코리갑
No. 0233 폴리곤2
No. 0234 노라키
No. 0235 루브도
No. 0236 배루키
No. 0237 카포에라
No. 0238 뽀뽀라
No. 0239 에레키드
No. 0240 마그비
No. 0241 밀탱크
No. 0242 해피너스
No. 0243 라이코
No. 0244 앤테이
No. 0245 스이쿤
No. 0246 애버라스
No. 0247 데기라스
No. 0248 마기라스
No. 0248 메가마기라스
No. 0249 루기아
No. 0250 칠색조
No. 0251 세레비
No. 0252 나무지기
No. 0253 나무돌이
No. 0254 나무킹
No. 0254 메가나무킹
No. 0255 아차모
No. 0256 영치코
No. 0257 번치코
No. 0257 메가번치코
No. 0258 물짱이
No. 0259 늪짱이
No. 0260 대짱이
No. 0260 메가대짱이
No. 0261 포챠나
No. 0262 그라에나
No. 0263 지그제구리
No. 0263 지그제구리가라르의 모습
No. 0264 직구리
No. 0264 직구리가라르의 모습
No. 0265 개무소
No. 0266 실쿤
No. 0267 뷰티플라이
No. 0268 카스쿤
No. 0269 독케일
No. 0270 연꽃몬
No. 0271 로토스
No. 0272 로파파
No. 0273 도토링
No. 0274 잎새코
No. 0275 다탱구
No. 0276 테일로
No. 0277 스왈로
No. 0278 갈모매
No. 0279 패리퍼
No. 0280 랄토스
No. 0281 킬리아
No. 0282 가디안
No. 0282 메가가디안
No. 0283 비구술
No. 0284 비나방
No. 0285 버섯꼬
No. 0286 버섯모
No. 0287 게을로
No. 0288 발바로
No. 0289 게을킹
No. 0290 토중몬
No. 0291 아이스크
No. 0292 껍질몬
No. 0293 소곤룡
No. 0294 노공룡
No. 0295 폭음룡
No. 0296 마크탕
No. 0297 하리뭉
No. 0298 루리리
No. 0299 코코파스
No. 0300 에나비
No. 0301 델케티
No. 0302 깜까미
No. 0302 메가깜까미
No. 0303 입치트
No. 0303 메가입치트
No. 0304 가보리
No. 0305 갱도라
No. 0306 보스로라
No. 0306 메가보스로라
No. 0307 요가랑
No. 0308 요가램
No. 0308 메가요가램
No. 0309 썬더라이
No. 0310 썬더볼트
No. 0310 메가썬더볼트
No. 0311 플러시
No. 0312 마이농
No. 0313 볼비트
No. 0314 네오비트
No. 0315 로젤리아
No. 0316 꼴깍몬
No. 0317 꿀꺽몬
No. 0318 샤프니아
No. 0319 샤크니아
No. 0319 메가샤크니아
No. 0320 고래왕자
No. 0321 고래왕
No. 0322 둔타
No. 0323 폭타
No. 0323 메가폭타
No. 0324 코터스
No. 0325 피그점프
No. 0326 피그킹
No. 0327 얼루기
No. 0328 톱치
No. 0329 비브라바
No. 0330 플라이곤
No. 0331 선인왕
No. 0332 밤선인
No. 0333 파비코
No. 0334 파비코리
No. 0334 메가파비코리
No. 0335 쟝고
No. 0336 세비퍼
No. 0337 루나톤
No. 0338 솔록
No. 0339 미꾸리
No. 0340 메깅
No. 0341 가재군
No. 0342 가재장군
No. 0343 오뚝군
No. 0344 점토도리
No. 0345 릴링
No. 0346 릴리요
No. 0347 아노딥스
No. 0348 아말도
No. 0349 빈티나
No. 0350 밀로틱
No. 0351 캐스퐁
No. 0352 켈리몬
No. 0353 어둠대신
No. 0354 다크펫
No. 0354 메가다크펫
No. 0355 해골몽
No. 0356 미라몽
No. 0357 트로피우스
No. 0358 치렁
No. 0359 앱솔
No. 0359 메가앱솔
No. 0360 마자
No. 0361 눈꼬마
No. 0362 얼음귀신
No. 0362 메가얼음귀신
No. 0363 대굴레오
No. 0364 씨레오
No. 0365 씨카이저
No. 0366 진주몽
No. 0367 헌테일
No. 0368 분홍장이
No. 0369 시라칸
No. 0370 사랑동이
No. 0371 아공이
No. 0372 쉘곤
No. 0373 보만다
No. 0373 메가보만다
No. 0374 메탕
No. 0375 메탕구
No. 0376 메타그로스
No. 0376 메가메타그로스
No. 0377 레지락
No. 0378 레지아이스
No. 0379 레지스틸
No. 0380 라티아스
No. 0380 메가라티아스
No. 0381 라티오스
No. 0381 메가라티오스
No. 0382 가이오가
No. 0382 원시가이오가
No. 0383 그란돈
No. 0383 원시그란돈
No. 0384 레쿠쟈
No. 0384 메가레쿠쟈
No. 0385 지라치
No. 0386 테오키스노말폼
No. 0386 테오키스어택폼
No. 0386 테오키스디펜스폼
No. 0386 테오키스스피드폼
No. 0387 모부기
No. 0388 수풀부기
No. 0389 토대부기
No. 0390 불꽃숭이
No. 0391 파이숭이
No. 0392 초염몽
No. 0393 팽도리
No. 0394 팽태자
No. 0395 엠페르트
No. 0396 찌르꼬
No. 0397 찌르버드
No. 0398 찌르호크
No. 0399 비버니
No. 0400 비버통
No. 0401 귀뚤뚜기
No. 0402 귀뚤톡크
No. 0403 꼬링크
No. 0404 럭시오
No. 0405 렌트라
No. 0406 꼬몽울
No. 0407 로즈레이드
No. 0408 두개도스
No. 0409 램펄드
No. 0410 방패톱스
No. 0411 바리톱스
No. 0412 도롱충이초목도롱
No. 0412 도롱충이모래땅도롱
No. 0412 도롱충이슈레도롱
No. 0413 도롱마담초목도롱
No. 0413 도롱마담모래땅도롱
No. 0413 도롱마담슈레도롱
No. 0414 나메일
No. 0415 세꿀버리
No. 0416 비퀸
No. 0417 파치리스
No. 0418 브이젤
No. 0419 플로젤
No. 0420 체리버
No. 0421 체리꼬네거폼
No. 0421 체리꼬포지폼
No. 0422 깝질무서쪽바다
No. 0422 깝질무동쪽바다
No. 0423 트리토돈서쪽바다
No. 0423 트리토돈동쪽바다
No. 0424 겟핸보숭
No. 0425 흔들풍손
No. 0426 둥실라이드
No. 0427 이어롤
No. 0428 이어롭
No. 0428 메가이어롭
No. 0429 무우마직
No. 0430 돈크로우
No. 0431 나옹마
No. 0432 몬냥이
No. 0433 랑딸랑
No. 0434 스컹뿡
No. 0435 스컹탱크
No. 0436 동미러
No. 0437 동탁군
No. 0438 꼬지지
No. 0439 흉내내
No. 0440 핑복
No. 0441 페라페
No. 0442 화강돌
No. 0443 딥상어동
No. 0444 한바이트
No. 0445 한카리아스
No. 0445 메가한카리아스
No. 0446 먹고자
No. 0447 리오르
No. 0448 루카리오
No. 0448 메가루카리오
No. 0449 히포포타스
No. 0450 하마돈
No. 0451 스콜피
No. 0452 드래피온
No. 0453 삐딱구리
No. 0454 독개굴
No. 0455 무스틈니
No. 0456 형광어
No. 0457 네오라이트
No. 0458 타만타
No. 0459 눈쓰개
No. 0460 눈설왕
No. 0460 메가눈설왕
No. 0461 포푸니라
No. 0462 자포코일
No. 0463 내룸벨트
No. 0464 거대코뿌리
No. 0465 덩쿠림보
No. 0466 에레키블
No. 0467 마그마번
No. 0468 토게키스
No. 0469 메가자리
No. 0470 리피아
No. 0471 글레이시아
No. 0472 글라이온
No. 0473 맘모꾸리
No. 0474 폴리곤Z
No. 0475 엘레이드
No. 0475 메가엘레이드
No. 0476 대코파스
No. 0477 야느와르몽
No. 0478 눈여아
No. 0479 로토무로토무의 모습
No. 0479 로토무히트로토무
No. 0479 로토무워시로토무
No. 0479 로토무프로스트로토무
No. 0479 로토무스핀로토무
No. 0479 로토무커트로토무
No. 0480 유크시
No. 0481 엠라이트
No. 0482 아그놈
No. 0483 디아루가
No. 0483 디아루가오리진폼
No. 0484 펄기아
No. 0484 펄기아오리진폼
No. 0485 히드런
No. 0486 레지기가스
No. 0487 기라티나어나더폼
No. 0487 기라티나오리진폼
No. 0488 크레세리아
No. 0489 피오네
No. 0490 마나피
No. 0491 다크라이
No. 0492 쉐이미랜드폼
No. 0492 쉐이미스카이폼
No. 0493 아르세우스
No. 0494 비크티니
No. 0495 주리비얀
No. 0496 샤비
No. 0497 샤로다
No. 0498 뚜꾸리
No. 0499 차오꿀
No. 0500 염무왕
No. 0501 수댕이
No. 0502 쌍검자비
No. 0503 대검귀
No. 0503 대검귀히스이의 모습
No. 0504 보르쥐
No. 0505 보르그
No. 0506 요테리
No. 0507 하데리어
No. 0508 바랜드
No. 0509 쌔비냥
No. 0510 레파르다스
No. 0511 야나프
No. 0512 야나키
No. 0513 바오프
No. 0514 바오키
No. 0515 앗차프
No. 0516 앗차키
No. 0517 몽나
No. 0518 몽얌나
No. 0519 콩둘기
No. 0520 유토브
No. 0521 켄호로우수컷의 모습
No. 0521 켄호로우암컷의 모습
No. 0522 줄뮤마
No. 0523 제브라이카
No. 0524 단굴
No. 0525 암트르
No. 0526 기가이어스
No. 0527 또르박쥐
No. 0528 맘박쥐
No. 0529 두더류
No. 0530 몰드류
No. 0531 다부니
No. 0531 메가다부니
No. 0532 으랏차
No. 0533 토쇠골
No. 0534 노보청
No. 0535 동챙이
No. 0536 두까비
No. 0537 두빅굴
No. 0538 던지미
No. 0539 타격귀
No. 0540 두르보
No. 0541 두르쿤
No. 0542 모아머
No. 0543 마디네
No. 0544 휠구
No. 0545 펜드라
No. 0546 소미안
No. 0547 엘풍
No. 0548 치릴리
No. 0549 드레디어
No. 0549 드레디어히스이의 모습
No. 0550 배쓰나이적색근의 모습
No. 0550 배쓰나이청색근의 모습
No. 0550 배쓰나이 백색근의 모습
No. 0551 깜눈크
No. 0552 악비르
No. 0553 악비아르
No. 0554 달막화
No. 0554 달막화가라르의 모습
No. 0555 불비달마노말모드
No. 0555 불비달마달마모드
No. 0555 불비달마가라르의 모습
No. 0555 불비달마가라르의 모습 / 달마모드
No. 0556 마라카치
No. 0557 돌살이
No. 0558 암팰리스
No. 0559 곤율랭
No. 0560 곤율거니
No. 0561 심보러
No. 0562 데스마스
No. 0562 데스마스가라르의 모습
No. 0563 데스니칸
No. 0564 프로토가
No. 0565 늑골라
No. 0566 아켄
No. 0567 아케오스
No. 0568 깨봉이
No. 0569 더스트나
No. 0569 더스트나거다이맥스의 모습
No. 0570 조로아
No. 0570 조로아히스이의 모습
No. 0571 조로아크
No. 0571 조로아크히스이의 모습
No. 0572 치라미
No. 0573 치라치노
No. 0574 고디탱
No. 0575 고디보미
No. 0576 고디모아젤
No. 0577 유니란
No. 0578 듀란
No. 0579 란쿨루스
No. 0580 꼬지보리
No. 0581 스완나
No. 0582 바닐프티
No. 0583 바닐리치
No. 0584 배바닐라
No. 0585 사철록봄의 모습
No. 0585 사철록여름의 모습
No. 0585 사철록가을의 모습
No. 0585 사철록겨울의 모습
No. 0586 바라철록봄의 모습
No. 0586 바라철록여름의 모습
No. 0586 바라철록가을의 모습
No. 0586 바라철록겨울의 모습
No. 0587 에몽가
No. 0588 딱정곤
No. 0589 슈바르고
No. 0590 깜놀버슬
No. 0591 뽀록나
No. 0592 탱그릴수컷의 모습
No. 0592 탱그릴암컷의 모습
No. 0593 탱탱겔수컷의 모습
No. 0593 탱탱겔암컷의 모습
No. 0594 맘복치
No. 0595 파쪼옥
No. 0596 전툴라
No. 0597 철시드
No. 0598 너트령
No. 0599 기어르
No. 0600 기기어르
No. 0601 기기기어르
No. 0602 저리어
No. 0603 저리릴
No. 0604 저리더프
No. 0605 리그레
No. 0606 벰크
No. 0607 불켜미
No. 0608 램프라
No. 0609 샹델라
No. 0610 터검니
No. 0611 액슨도
No. 0612 액스라이즈
No. 0613 코고미
No. 0614 툰베어
No. 0615 프리지오
No. 0616 쪼마리
No. 0617 어지리더
No. 0618 메더
No. 0618 메더가라르의 모습
No. 0619 비조푸
No. 0620 비조도
No. 0621 크리만
No. 0622 골비람
No. 0623 골루그
No. 0624 자망칼
No. 0625 절각참
No. 0626 버프론
No. 0627 수리둥보
No. 0628 워글
No. 0628 워글히스이의 모습
No. 0629 벌차이
No. 0630 버랜지나
No. 0631 앤티골
No. 0632 아이앤트
No. 0633 모노두
No. 0634 디헤드
No. 0635 삼삼드래
No. 0636 활화르바
No. 0637 불카모스
No. 0638 코바르온
No. 0639 테라키온
No. 0640 비리디온
No. 0641 토네로스화신폼
No. 0641 토네로스영물폼
No. 0642 볼트로스화신폼
No. 0642 볼트로스영물폼
No. 0643 레시라무
No. 0644 제크로무
No. 0645 랜드로스화신폼
No. 0645 랜드로스영물폼
No. 0646 큐레무큐레무의 모습
No. 0646 큐레무화이트큐레무
No. 0646 큐레무블랙큐레무
No. 0647 케르디오평상시 모습
No. 0647 케르디오각오의 모습
No. 0648 메로엣타보이스폼
No. 0648 메로엣타스텝폼
No. 0649 게노세크트
No. 0650 도치마론
No. 0651 도치보구
No. 0652 브리가론
No. 0653 푸호꼬
No. 0654 테르나
No. 0655 마폭시
No. 0656 개구마르
No. 0657 개굴반장
No. 0658 개굴닌자
No. 0659 파르빗
No. 0660 파르토
No. 0661 화살꼬빈
No. 0662 불화살빈
No. 0663 파이어로
No. 0664 분이벌레
No. 0665 분떠도리
No. 0666 비비용
No. 0667 레오꼬
No. 0668 화염레오수컷의 모습
No. 0668 화염레오암컷의 모습
No. 0669 플라베베
No. 0670 플라엣테
No. 0671 플라제스
No. 0672 메이클
No. 0673 고고트
No. 0674 판짱
No. 0675 부란다
No. 0676 트리미앙
No. 0677 냐스퍼
No. 0678 냐오닉스수컷의 모습
No. 0678 냐오닉스암컷의 모습
No. 0679 단칼빙
No. 0680 쌍검킬
No. 0681 킬가르도실드폼
No. 0681 킬가르도블레이드폼
No. 0682 슈쁘
No. 0683 프레프티르
No. 0684 나룸퍼프
No. 0685 나루림
No. 0686 오케이징
No. 0687 칼라마네로
No. 0688 거북손손
No. 0689 거북손데스
No. 0690 수레기
No. 0691 드래캄
No. 0692 완철포
No. 0693 블로스터
No. 0694 목도리키텔
No. 0695 일레도리자드
No. 0696 티고라스
No. 0697 견고라스
No. 0698 아마루스
No. 0699 아마루르가
No. 0700 님피아
No. 0701 루차불
No. 0702 데덴네
No. 0703 멜리시
No. 0704 미끄메라
No. 0705 미끄네일
No. 0705 미끄네일히스이의 모습
No. 0706 미끄래곤
No. 0706 미끄래곤히스이의 모습
No. 0707 클레피
No. 0708 나목령
No. 0709 대로트
No. 0710 호바귀
No. 0711 펌킨인
No. 0712 꽁어름
No. 0713 크레베이스
No. 0713 크레베이스히스이의 모습
No. 0714 음뱃
No. 0715 음번
No. 0716 제르네아스
No. 0717 이벨타르
No. 0718 지가르데50%폼
No. 0718 지가르데10%폼
No. 0718 지가르데퍼펙트폼
No. 0719 디안시
No. 0719 메가디안시
No. 0720 후파굴레에 빠진 후파
No. 0720 후파굴레를 벗어난 후파
No. 0721 볼케니온
No. 0722 나몰빼미
No. 0723 빼미스로우
No. 0724 모크나이퍼
No. 0724 모크나이퍼히스이의 모습
No. 0725 냐오불
No. 0726 냐오히트
No. 0727 어흥염
No. 0728 누리공
No. 0729 키요공
No. 0730 누리레느
No. 0731 콕코구리
No. 0732 크라파
No. 0733 왕큰부리
No. 0734 영구스
No. 0735 형사구스
No. 0736 턱지충이
No. 0737 전지충이
No. 0738 투구뿌논
No. 0739 오기지게
No. 0740 모단단게
No. 0741 춤추새이글이글스타일
No. 0741 춤추새파칙파칙스타일
No. 0741 춤추새훌라훌라스타일
No. 0741 춤추새하늘하늘스타일
No. 0742 에블리
No. 0743 에리본
No. 0744 암멍이
No. 0745 루가루암한낮의 모습
No. 0745 루가루암한밤중의 모습
No. 0745 루가루암황혼의 모습
No. 0746 약어리단독의 모습
No. 0746 약어리군집의 모습
No. 0747 시마사리
No. 0748 더시마사리
No. 0749 머드나기
No. 0750 만마드
No. 0751 물거미
No. 0752 깨비물거미
No. 0753 짜랑랑
No. 0754 라란티스
No. 0755 자마슈
No. 0756 마셰이드
No. 0757 야도뇽
No. 0758 염뉴트
No. 0759 포곰곰
No. 0760 이븐곰
No. 0761 달콤아
No. 0762 달무리나
No. 0763 달코퀸
No. 0764 큐아링
No. 0765 하랑우탄
No. 0766 내던숭이
No. 0767 꼬시레
No. 0768 갑주무사
No. 0769 모래꿍
No. 0770 모래성이당
No. 0771 해무기
No. 0772 타입:널
No. 0773 실버디타입:노말
No. 0774 메테노유성의 모습
No. 0774 메테노빨간색 코어
No. 0775 자말라
No. 0776 폭거북스
No. 0777 토게데마루
No. 0778 따라큐둔갑한 모습
No. 0779 치갈기
No. 0780 할비롱
No. 0781 타타륜
No. 0782 짜랑꼬
No. 0783 짜랑고우
No. 0784 짜랑고우거
No. 0785 카푸꼬꼬꼭
No. 0786 카푸나비나
No. 0787 카푸브루루
No. 0788 카푸느지느
No. 0789 코스모그
No. 0790 코스모움
No. 0791 솔가레오
No. 0792 루나아라
No. 0793 텅비드
No. 0794 매시붕
No. 0795 페로코체
No. 0796 전수목
No. 0797 철화구야
No. 0798 종이신도
No. 0799 악식킹
No. 0800 네크로즈마
No. 0800 네크로즈마황혼의 갈기
No. 0800 네크로즈마새벽의 날개
No. 0800 네크로즈마울트라네크로즈마
No. 0801 마기아나
No. 0802 마샤도
No. 0803 베베놈
No. 0804 아고용
No. 0805 차곡차곡
No. 0806 두파팡
No. 0807 제라오라
No. 0808 멜탄
No. 0809 멜메탈
No. 0810 흥나숭
No. 0811 채키몽
No. 0812 고릴타
No. 0812 고릴타거다이맥스의 모습
No. 0813 염버니
No. 0814 래비풋
No. 0815 에이스번
No. 0815 에이스번거다이맥스의 모습
No. 0816 울머기
No. 0817 누겔레온
No. 0818 인텔리레온
No. 0818 인텔리레온거다이맥스의 모습
No. 0819 탐리스
No. 0820 요씽리스
No. 0821 파라꼬
No. 0822 파크로우
No. 0823 아머까오
No. 0823 아머까오거다이맥스의 모습
No. 0824 두루지벌레
No. 0825 레돔벌레
No. 0826 이올브
No. 0826 이올브거다이맥스의 모습
No. 0827 훔처우
No. 0828 폭슬라이
No. 0829 꼬모카
No. 0830 백솜모카
No. 0831 우르
No. 0832 배우르
No. 0833 깨물부기
